ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
100,109,62121,Aft Wolskel Rd,0,,17711.666666666668,1.34682778451192,103.87156809881778,keep
100,110,66009,S'Goon Int,1,"['Circle Line ', 'North-East Line']",523394.0,1.35046610176969,103.87168992264615,keep
100A,1,66009,S'Goon Int,1,"['Circle Line ', 'North-East Line']",523394.0,1.35046610176969,103.87168992264615,keep
100A,2,62129,Blk 403,0,,30631.666666666668,1.34698958928417,103.872054885247,keep
100A,3,62119,Aft Sunshine Lodge,0,,23145.666666666668,1.34483265931476,103.8710922003054,keep
100A,4,61049,Aft Bartley Rd,0,,34564.0,1.34196277802503,103.8709686110327,keep
100A,5,61039,Woodleigh Stn Exit A,1,['North-East Line'],219615.0,1.33845332842129,103.87084881783568,keep
100A,6,70069,Aft Bidadari Pk Dr,0,,18466.333333333332,1.337778056,103.8736111,keep
100A,7,70059,Blk 7,0,,96880.0,1.33477611102342,103.8783116670176,keep
100A,8,70049,Aft Blk 4,0,,34696.666666666664,1.33290666703267,103.87871499999147,keep
100A,9,70039,Aljunied Pk,0,,83939.33333333333,1.32930256265165,103.87975573742912,keep
100A,10,70029,Canossa Catholic Pr,0,,12614.0,1.32662552821417,103.88054354805392,keep
100A,11,70019,Blk 125,0,,74153.33333333333,1.32322990499562,103.88145725676176,keep
100A,12,81099,Blk 102,0,,56126.0,1.31982276662398,103.88194665985093,keep
100A,13,81089,Aljunied Stn,1,['East-West Line'],219722.33333333334,1.31628194302502,103.88202243551632,keep
101,1,66009,S'Goon Int,1,"['Circle Line ', 'North-East Line']",523394.0,1.35046610176969,103.87168992264615,keep
101,2,62131,S'Goon Stn Exit H,1,"['Circle Line ', 'North-East Line']",154218.0,1.3489790064228,103.87277432797596,keep
101,3,62141,Opp Blk 1,0,,40191.333333333336,1.35149112412235,103.87515194713768,keep
101,4,63011,Opp Upp S'Goon Shop Ctr,0,,75539.66666666667,1.35432115760902,103.87823575937183,keep
101,5,63021,The Helping Hand,0,,25720.0,1.3570580828827,103.8816161308762,keep
101,6,63031,Kovan Stn Exit B,1,['North-East Line'],256698.0,1.36050444441455,103.88535194446015,keep
101,7,63041,Opp Glad Tidings Ch,0,,57789.333333333336,1.36259166703136,103.88754805602412,keep
101,8,63051,Opp Blk 370,0,,100915.33333333333,1.36415166798646,103.8891427848695,keep
101,9,63061,Opp Blk 25,0,,40638.333333333336,1.36623834226067,103.89129134480063,keep
101,10,64011,Naung Residence,0,,32585.333333333332,1.36756333302324,103.8927594439902,keep
101,11,64541,Hougang Ctrl Int,1,['North-East Line'],231269.33333333334,1.37122666703205,103.89261000001046,keep
101,12,64551,Blk 836,0,,8237.666666666666,1.370423,103.890741,keep
101,13,64529,Hougang Polyclinic,0,,26361.333333333332,1.3699286957754,103.88933520735068,keep
101,14,64339,Blk 602,0,,37225.333333333336,1.37136834322266,103.88702988625133,keep
101,15,64341,Bef Blk 683,0,,97899.66666666667,1.3729130421635,103.88633750747994,keep
